trial_number,budget_1,budget_2,budget_3,budget_4,budget_5,budget_6,budget_7,budget_8,budget_9,budget_10,budget_11,budget_12,budget_13,budget_14,budget_15,budget_16
39.0,0.0,0.9480832044864943,0.9674534730648466,0.9674534730648466,0.9674534730648466,0.9674534730648466,0.9674534730648466,0.9674534730648466,0.9674534730648466,0.9674646056395331,0.9674646056395331,0.9674646056395331,0.9674646056395331,0.9674646056395331,0.9674646056395331,0.9674646056395331
40.0,0.0,0.8134946851623103,0.8134946851623103,0.8134946851623103,0.848756950695462,0.9776515001021633,0.9776515001021633,0.9776515001021633,0.9776515001021633,0.9776515001021633,0.9776515001021633,0.9776515001021633,0.9776515475704538,0.9776515475704538,0.9776515475704538,0.9776515475704538
41.0,0.0,0.0,0.17549789125603496,0.4861232440856527,0.4861232440856527,0.4861232440856527,0.4861232440856527,0.4861232440856527,0.4861232440856527,0.4861232440856527,0.4861232440856527,0.4861232440856527,0.4861232440856527,0.4861232440856527,0.4861232440856527,0.4861232440856527
42.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44.0,0.0,0.9377194142858132,0.9377194142858132,0.9377194142858132,0.9377194142858132,0.9377194142858132,0.9377194142858132,0.9377194142858132,0.9377194142858132,0.9377194142858132,0.9377194142858132,0.9377194142858132,0.9377194142858132,0.9377194142858132,0.9377194142858132,0.9377194142858132
45.0,0.0,0.9214324415301879,0.9214324415301879,0.9214324415301879,0.9214324415301879,0.9214324415301879,0.9214324415301879,0.9214324415301879,0.9259096671253708,0.9288993384496876,0.942509460826735,0.9471857344588056,0.9500774879554799,0.9562148852875838,0.9683400466994737,0.9754793388140439
46.0,0.0,0.8506396949622881,0.8506396949622881,0.8506396949622881,0.8506396949622881,0.8506396949622881,0.9582368002330067,0.9582368002330067,0.9582368002330067,0.9582368002330067,0.9582368002330067,0.9582368002330067,0.9582368002330067,0.9582368002330067,0.9582368002330067,0.9582368002330067
47.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49.0,0.0,0.7863336116274966,0.7863336116274966,0.7863336116274966,0.7863336116274966,0.9881742190507168,0.9881742190507168,0.9881742190507168,0.9881742190507168,0.9881742190507168,0.9881742190507168,0.9881742190507168,0.9881742190507168,0.9881742190507168,0.9881742190507168,0.9881742190507168
50.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
