trial,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,0.0,0.6843936259349499,0.6843936259349499,0.6843936259349499,0.6843936259349499,0.6843936259349499,0.6843936259349499,0.6843936259349499,0.6843936259349499,0.6843936259349499,0.6843936259349499,0.6843936259349499,0.6843936259349499,0.6843936259349499,0.6843936259349499,0.6843936259349499
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.669889059221642,0.669889059221642,0.669889059221642,0.669889059221642,0.669889059221642,0.669889059221642,0.669889059221642,0.669889059221642,0.669889059221642,0.669889059221642,0.669889059221642,0.669889059221642,0.669889059221642,0.669889059221642,0.669889059221642
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8475834069566217,0.8475834069566217,0.8475834069566217,0.8475834069566217
7.0,0.0,0.8793797031734586,0.8793797031734586,0.8793797031734586,0.8793797031734586,0.8793797031734586,0.8793797031734586,0.8793797031734586,0.8793797031734586,0.8793797031734586,0.8793797031734586,0.8793797031734586,0.8793797031734586,0.8793797031734586,0.8793797031734586,0.8793797031734586
8.0,0.0,0.0,0.0,0.7523969446230693,0.7523969446230693,0.7523969446230693,0.7523969446230693,0.9338520574727526,0.9338520574727526,0.9338520574727526,0.9338520574727526,0.9338520574727526,0.9338520574727526,0.9338520574727526,0.9338520574727526,0.9338520574727526
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.842213119286297,0.842213119286297,0.842213119286297,0.842213119286297,0.842213119286297,0.842213119286297,0.842213119286297,0.842213119286297
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
