trial,1,2,3,4,5,6,7,8,9,10
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,6.204074,0.592416583,0.870654167,0.98917825,0.9225045,0.908900875,0.920816417,0.997932125,1.154666625,1.059913375
2.0,0.819976916,0.457226834,0.973978084,0.841079875,1.005187084,0.929985333,0.967559792,0.869633833,0.853270667,0.859319291
3.0,0.853177584,0.605394833,0.889051542,0.916342166,0.901250583,0.866949042,0.880359667,0.887137792,0.895549334,0.983711834
4.0,0.870061958,0.850106666,0.841107,0.778706791,0.785659459,0.908418833,1.03303625,1.127352083,1.306626709,1.004668666
5.0,0.846508708,0.56774025,0.735289375,0.905141458,0.825166917,0.817499917,1.068318042,0.95772075,0.885987625,1.048072041
