trial,1,2,3,4,5,6,7,8,9,10
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,1.58203843e8,3.069888e7,4.3361056e7,4.7444112e7,4.5662704e7,4.7029344e7,4.7246017e7,4.928872e7,5.1748704e7,4.6374544e7
2.0,4.3705696e7,2.3299392e7,4.69948e7,4.3549696e7,4.987288e7,4.559008e7,4.306512e7,3.7676528e7,4.0001616e7,3.825976e7
3.0,4.1722048e7,3.1734544e7,4.3281392e7,4.2759168e7,4.369352e7,4.38472e7,4.4160336e7,4.4262784e7,4.4502592e7,4.7053344e7
4.0,4.3008096e7,4.0198304e7,4.0517328e7,3.6592176e7,3.602592e7,4.1380384e7,4.8710688e7,5.1469632e7,4.9803136e7,5.046856e7
5.0,4.2730272e7,2.9999248e7,3.8739264e7,4.687016e7,4.3632656e7,4.319544e7,4.82524e7,4.8447552e7,4.4803504e7,5.0198128e7
