trial,0,1,2,3,4,5,6,7,8,9,10
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,0.0,0.13306209755607007,0.13306209755607007,0.13306209755607007,0.19483845670041963,0.19483845670041963,0.19483845670041963,0.993883977195088,0.993883977195088,0.993883977195088,0.9941946147267622
2.0,0.0,0.0876472042028643,0.1609799271725709,0.1609799271725709,0.1609799271725709,0.9935892432536362,0.9937749782919667,0.9951868563854908,0.9973964231541893,0.9973964231541893,0.9985986652217342
