trial,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,0.0,0.13857089553340476,0.13861984368384955,0.13861984368384955,0.13994683841055947,0.14271628563625569,0.14420692621847703,0.1453606249718052,0.1453606249718052,0.4904646528953884,0.4908644073926044,0.4911853101699374,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643,0.4928182339443643
2.0,0.0,0.2023661552561707,0.2023727068520738,0.2026358626697464,0.2026358626697464,0.2041956085618114,0.207177401482364,0.20919261562169977,0.20919261562169977,0.20919261562169977,0.5901393216047489,0.5901393216047489,0.5901393216047489,0.590337569850656,0.5934052435253765,0.6041446387723901,0.613242583518121,0.6180961087713676,0.6360532301844785,0.654837736946285,0.654837736946285,0.6625565028066319,0.669277583864701,0.6765400689648264,0.6917630926381423,0.7001033626711758,0.7001033626711758,0.7065619036185224,0.7324826669660329,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158,0.7691654558155158
3.0,0.0,0.5863863412491854,0.5871604738121116,0.5871604738121116,0.5871604738121116,0.5871604738121116,0.5871604738121116,0.5871604738121116,0.5871604738121116,0.5871604738121116,0.5871604738121116,0.5871604738121116,0.5871604738121116,0.5871604738121116,0.5871604738121116,0.7772506146007416,0.7772506146007416,0.7772506146007416,0.7772506146007416,0.7828345833958195,0.7884495947158019,0.7977274986573394,0.808196160930559,0.8196384454795449,0.8316772291445339,0.8481332923598912,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243,0.8672477189783243
4.0,0.0,0.5454270624478674,0.545429993538388,0.5454412043420314,0.5454485386344771,0.5455233328857785,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5455818036572552,0.5705751143832484,0.5727836777323125,0.5743431260303965,0.5762182744514414,0.5799718592959074,0.5820900787645472,0.5862188334604899,0.5905648279217462,0.5949093715976149,0.5991404633372781,0.6054640241824468,0.6098947050000006
5.0,0.0,0.06977618958174785,0.06977618958174785,0.2756272676831786,0.2777258887324258,0.27797131548311405,0.2839036978928785,0.2868122532213994,0.2921051204963236,0.2974339722881477,0.30269698973326675,0.30659519194389967,0.30659519194389967,0.5907440135989731,0.5910966969849425,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772,0.5921876158037772
6.0,0.0,0.0819497401066071,0.08204177449651717,0.08271726222850741,0.08354789185197092,0.0835526087949947,0.08435013221209815,0.08435013221209815,0.30943414409281084,0.30943414409281084,0.30943414409281084,0.30943414409281084,0.30943414409281084,0.30943414409281084,0.30943414409281084,0.30943414409281084,0.30943414409281084,0.30943414409281084,0.30983412892732476,0.5431408312229424,0.5526422078887828,0.5899146623572933,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526,0.5968962386325526
7.0,0.0,0.7668898985826675,0.7668898985826675,0.7668898985826675,0.7668898985826675,0.7668898985826675,0.7668898985826675,0.7726522486954404,0.7753181996828621,0.7780409441401831,0.7809194535521011,0.7840627443167926,0.7872815016475485,0.7906247496664262,0.7938563484267284,0.8007367494083997,0.8049513185815135,0.8082924129869926,0.8144582974630205,0.8199929186374367,0.8241605678003541,0.8270959835863217,0.8336442615522804,0.8404547204571255,0.8450431212331091,0.8482825727637524,0.8513482549917241,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792,0.8603765856276792
8.0,0.0,0.5668375934237915,0.5668375934237915,0.5668375934237915,0.5669031725343423,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109,0.5669527176164109
9.0,0.0,0.2313330842946737,0.2313330842946737,0.7130644439007622,0.7130644439007622,0.7137071741524688,0.7297748902420975,0.7395515445370132,0.7532766511907975,0.7723685420929884,0.7886015251246737,0.8110840292794851,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767,0.8305274384986767
