trial,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2.0,0.000294875,0.141732041,0.155140375,0.047692417,0.037025833,0.045011292,0.034408125,0.051008417,2.185277916,0.108213625,0.8078915,0.315772708,0.235317167,0.296410625,0.096427459,0.646363917,5.684009625,0.454479125,0.131484792,0.151462917
3.0,0.000320125,0.191818917,0.477671708,0.032949709,0.02457525,0.0318235,0.034925209,0.034493708,0.053458875,0.09334225,0.171083,0.246962875,0.231104292,0.257287667,0.620792666,0.514784958,0.614292791,1.070629584,0.449807208,0.098311833
4.0,0.000348667,0.097180625,0.08094375,0.282681792,0.190010209,0.211089583,0.344897333,0.440536167,0.48366725,0.071402958,0.067202958,0.286959,0.184849708,0.229563917,0.161886542,0.361598541,0.380465875,0.306552166,0.131369417,0.130758292
5.0,0.00030225,0.254392958,0.019565292,0.024607667,0.020055416,0.0276945,0.10297725,0.133929083,0.102065834,0.109825166,2.03985075,0.255133042,0.313095042,0.162023625,0.244729208,2.569066458,0.193358,0.182203791,0.214062333,0.366384791
6.0,0.000344667,0.079923625,0.062892917,0.022285292,0.041811666,0.032568458,0.061963416,0.187213584,0.265581375,3.147196958,1.486541,1.869252791,0.307170834,0.4310165,0.153816084,0.578906708,0.190942083,0.280965541,0.5727575,0.525770708
7.0,0.000307583,0.038455833,0.217661958,0.069617,0.112679875,0.077549667,0.119329625,0.237026958,0.108005958,0.154271167,0.231246417,0.168353125,0.227750416,0.3412135,0.437494041,0.156748458,0.072967375,0.076769375,0.082718416,0.962498958
8.0,0.000315291,0.256912792,0.040621625,0.05574125,0.031712416,0.161368833,0.070425208,0.831814583,0.225679167,0.195927083,0.1638265,0.192844083,0.232815458,0.151297833,0.135752792,0.354354583,0.206207958,0.177184792,0.257856917,0.4063675
9.0,0.000361833,0.076270791,0.282550667,0.079125084,0.17295475,0.174760917,0.124222916,0.1290395,0.211615792,0.168724,0.22148925,0.300132542,0.555094958,0.472165083,0.505892416,0.529361625,0.386414,0.222249417,0.166894666,0.223261166
10.0,0.000357959,0.184744625,0.053843375,0.087175958,0.152721084,0.611759209,1.576385792,0.413795583,1.725377167,0.46544175,0.394588542,0.460866042,0.462032083,0.66757875,0.430151917,0.748569167,0.273325625,0.341910916,0.887402,0.917787625
11.0,0.000328125,0.219253708,0.016075583,0.034167291,0.020762208,0.023403541,0.040036875,0.051318541,0.055670875,0.071111792,1.411344333,0.109487584,0.08443525,0.568240542,1.645430625,0.732515417,0.940784333,0.472385041,2.06426125,0.393614125
12.0,0.000305333,0.088291917,0.480277792,0.16672525,0.29523625,0.314091291,0.342729209,0.251352167,0.12891775,0.376601667,0.212193125,0.234661292,0.154493625,0.157309666,0.202459875,0.213537834,0.118564958,0.148666583,2.151789583,0.201943125
13.0,0.000297167,0.033127291,0.170095792,0.047885959,0.0543775,0.045978125,0.058429334,0.1218685,0.179083125,0.399734958,0.196456417,0.229794125,0.184915667,0.212826958,0.165059167,0.205467375,0.084231625,0.069603333,0.107236833,0.055802208
14.0,0.000302625,0.0387555,0.09701925,0.102409834,0.12268075,0.081621333,0.096669291,0.151801291,0.167901875,0.221054375,0.139202458,0.110204,0.22885325,0.103611458,0.216039375,0.142560917,0.12981425,0.171459916,0.112260709,0.132622084
15.0,0.000308083,0.101808916,0.033558125,0.286478666,0.057453,0.043140834,1.911026958,0.107391416,2.193532875,0.09494675,0.102868834,0.113992709,0.131800792,0.115415375,0.129490666,0.195015916,0.691630708,0.826641167,0.287047625,0.234143833
16.0,0.000322875,0.33835275,0.030182958,0.03371625,0.0474275,0.043108625,0.039889333,0.036646333,0.038391625,0.039454375,0.042547875,0.31990275,0.266392666,0.532683833,0.717725125,0.821834,0.390976833,0.3374335,0.531207333,0.546992166
17.0,0.000310083,0.043446084,0.055828041,0.190175542,0.11026925,0.130337958,0.09173225,0.197005333,0.224719583,0.258073416,0.302165625,0.167668333,0.253698625,0.14322,0.078129542,0.128573667,0.14181025,0.176293375,0.281257666,0.182959667
18.0,0.000321542,0.116601083,0.495903917,0.471533416,0.222536208,0.158521958,0.237472708,0.289799208,0.064558709,0.105563792,0.060872083,0.191752167,0.182513958,0.085842083,0.103931292,0.126123875,0.545912917,0.493879709,3.028481458,0.288193417
19.0,0.000305417,0.061076125,0.068095583,0.042558875,0.041554875,0.0366395,0.042068291,0.0703185,0.057832833,0.272376417,0.917805875,0.55879925,0.17975025,0.189957834,0.568450875,0.324664542,0.391135959,0.448991292,0.547159834,0.396331292
20.0,0.000314209,0.352925417,0.028617167,0.018896917,0.025994167,1.465176583,0.360633083,0.052254625,0.054807375,0.19741175,0.390954792,0.213654292,0.622900458,0.817344167,0.624057625,0.767021791,0.526450042,0.657192333,0.600067958,1.734311042
21.0,0.000373,0.090965459,0.025884041,0.019880042,0.029113667,0.029496708,0.029726167,0.032310375,0.035963833,0.054487666,0.0616825,0.211039958,0.159988459,0.724359208,3.489881833,0.549828541,1.823761542,1.600040959,2.422566083,2.431864958
22.0,0.000689875,0.045648459,0.100614375,0.234438292,0.219603833,0.293878792,0.293160459,0.239059833,0.172873916,0.182110917,0.19983025,0.197713167,0.206728416,0.181929292,0.163155917,0.203100583,0.174183875,0.156025709,0.212571416,0.217400709
23.0,0.000328209,0.044157458,0.202014959,0.077929292,0.092347541,0.094534958,0.116565125,0.107969084,0.583502208,0.314841875,0.313788667,0.438718959,0.2084705,0.240709875,0.225726042,0.403263042,0.139091416,0.15013325,0.235171625,0.146545792
24.0,0.000301416,0.030600667,0.132431667,0.119961292,0.064274,0.090374667,0.101012959,0.081155167,0.070661583,0.091977666,0.117438791,0.172803166,0.155332917,0.143795959,0.526367209,0.471341542,0.30497725,0.389316291,0.15671175,0.79211975
25.0,0.000372458,0.046919917,0.090409833,0.064287833,0.072903,0.082789333,0.087652375,0.079540333,0.118141833,0.109326,0.115553459,0.115268583,0.139189584,0.228204042,0.272603417,0.267582959,0.225922167,0.162448542,0.102135458,0.154894958
26.0,0.000325041,0.101550833,0.021233875,0.025146375,0.023618084,0.034952292,0.027395125,0.037719084,0.144251042,0.15828425,0.068785333,0.102235959,2.472357167,0.119479167,0.231139333,0.26516325,0.384874083,0.302263375,0.293593583,0.281034292
27.0,0.000304125,0.154532084,0.0340105,0.05986725,0.163173583,1.241678333,0.160387125,0.391107791,1.775368458,0.375655375,0.490845959,0.517118833,0.403911041,0.59203,0.199167834,0.430903125,0.4325225,0.489646125,0.880472083,2.182569291
28.0,0.000320667,0.366834,0.027798083,0.050067375,0.048307333,0.048576708,0.059474542,0.06646425,0.087871584,0.076078375,0.071587875,0.062529958,0.062278375,0.06546875,0.076601,0.09871,0.341740041,0.091258583,0.271367167,0.373065084
29.0,0.000303333,0.273201125,0.681352167,0.278487792,1.803648834,0.177153625,0.030767333,0.036388625,0.069792167,0.06740375,0.062218542,0.111941208,1.395960166,2.307845958,0.484738667,0.515564833,1.614208708,0.100788666,0.482539834,0.240611959
30.0,0.000448042,0.032787833,0.16908375,0.05357125,0.0742335,0.074866375,0.096461666,0.100067708,0.105391,0.126603791,0.122078625,0.135621541,0.208004333,0.166387917,0.213780375,0.2696375,0.177854584,0.519132375,0.455432708,0.422395542
31.0,0.000315583,0.113098958,0.0491365,0.020889458,0.025629,0.110965958,0.058574125,0.05429625,0.087946916,0.078995667,0.085132833,0.115365917,0.232135792,0.605571958,0.231098916,0.557087,0.64340175,0.617679167,0.548539167,0.510611167
32.0,0.000304541,0.237030125,0.037567291,0.040696375,0.194278083,0.061440666,0.067372209,0.371579042,0.47111075,0.174375083,0.138831459,0.0683285,0.139016667,0.318816,0.379550375,0.395305541,0.364585791,0.431987708,0.386675667,0.396417792
33.0,0.000337041,0.047340334,0.226769042,0.109703917,0.15085875,0.165770292,0.349801583,0.254872167,0.290769792,0.214114541,0.191745792,0.184944958,0.20481125,0.251310833,0.28232175,0.275664541,0.254656208,0.271601625,0.291694458,0.343027709
34.0,0.000350792,0.222677959,0.043555084,0.048189792,0.0464735,0.056504625,0.065395,0.22524075,0.152358333,0.13606575,0.225010625,0.417802166,1.30618625,0.304835958,0.275455875,0.318747333,0.243035458,0.299530917,0.269146666,0.242601458
35.0,0.000296292,0.1048035,0.330689584,0.029791167,0.031233833,0.03432875,0.132566291,0.04795125,0.064926166,0.12078625,2.021884209,0.0698425,0.080990041,0.06896275,0.055974666,0.754412625,0.946258583,1.745654792,1.085634417,0.209527625
