trial_number,budget_1,budget_2,budget_3,budget_4,budget_5,budget_6,budget_7,budget_8,budget_9,budget_10,budget_11,budget_12,budget_13,budget_14,budget_15,budget_16
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.10489202270188483,0.10489202270188483,0.17101785596936747,0.17101785596936747,0.17101785596936747,0.17101785596936747,0.17101785596936747,0.17101785596936747,0.17101785596936747,0.17101785596936747,0.17101785596936747,0.17101785596936747,0.17101785596936747,0.17101785596936747,0.17101785596936747
3.0,0.0,0.4577766802386255,0.4577766802386255,0.4577766802386255,0.4881155513314972,0.4881155513314972,0.4881155513314972,0.4881155513314972,0.4881155513314972,0.4881155513314972,0.4881155513314972,0.4881155513314972,0.4881155513314972,0.4881155513314972,0.4881155513314972,0.4881155513314972
4.0,0.0,0.7980965614688439,0.872627345462976,0.872627345462976,0.872627345462976,0.872627345462976,0.872627345462976,0.872627345462976,0.872627345462976,0.872627345462976,0.872627345462976,0.872627345462976,0.872627345462976,0.872627345462976,0.872627345462976,0.872627345462976
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.6812088584063392,0.6812088584063392,0.7718190411643464,0.7718190411643464,0.7718190411643464,0.7718190411643464,0.7718190411643464,0.7718190411643464,0.7718190411643464,0.7718190411643464,0.7718190411643464,0.7718190411643464,0.7718190411643464,0.7718190411643464,0.7718190411643464
7.0,0.0,0.27199249864233904,0.27199249864233904,0.2993631428944602,0.2993631428944602,0.2993631428944602,0.2993631428944602,0.2993631428944602,0.2993631428944602,0.2993631428944602,0.2993631428944602,0.2993631428944602,0.2993631428944602,0.2993631428944602,0.2993631428944602,0.2993631428944602
8.0,0.0,0.9126600149752601,0.9160094426657678,0.9160094426657678,0.9160094426657678,0.9160094426657678,0.9160094426657678,0.9160094426657678,0.9160094426657678,0.9160094426657678,0.9160094426657678,0.9160094426657678,0.9160094426657678,0.9160094426657678,0.9160094426657678,0.9160094426657678
9.0,0.0,0.0,0.7276571424576853,0.7276571424576853,0.7276571424576853,0.7276571424576853,0.7276571424576853,0.7276571424576853,0.7276571424576853,0.7276571424576853,0.7276571424576853,0.7276571424576853,0.7276571424576853,0.7276571424576853,0.7276571424576853,0.7276571424576853
10.0,0.0,0.5794227619650021,0.6980494116136384,0.6980494116136384,0.6980494116136384,0.6980494116136384,0.6980494116136384,0.6980494116136384,0.6980494116136384,0.745887894925063,0.745887894925063,0.745887894925063,0.745887894925063,0.745887894925063,0.745887894925063,0.745887894925063
11.0,0.0,0.2609989184602813,0.2638088412405834,0.2638088412405834,0.2638088412405834,0.2638088412405834,0.2638088412405834,0.2638088412405834,0.2638088412405834,0.2638088412405834,0.2638088412405834,0.2638088412405834,0.2638088412405834,0.2638088412405834,0.2638088412405834,0.2638088412405834
12.0,0.0,0.9123165092240251,0.9123165092240251,0.9146801925147049,0.9146801925147049,0.9146801925147049,0.9146801925147049,0.9146801925147049,0.9146801925147049,0.9146801925147049,0.9146801925147049,0.9146801925147049,0.9146801925147049,0.9146801925147049,0.9146801925147049,0.9146801925147049
13.0,0.0,0.8478964122646262,0.8478964122646262,0.8478964122646262,0.8478964122646262,0.8478964122646262,0.8478964122646262,0.8478964122646262,0.8478964122646262,0.8478964122646262,0.8478964122646262,0.8478964122646262,0.8478964122646262,0.8478964122646262,0.8478964122646262,0.8478964122646262
14.0,0.0,0.7861323437516704,0.7861323437516704,0.7861323437516704,0.8010278629890849,0.8010278629890849,0.8010278629890849,0.8010278629890849,0.8010278629890849,0.8010278629890849,0.8010278629890849,0.8010278629890849,0.8010278629890849,0.9740198656460013,0.9819051239646095,0.9819051239646095
15.0,0.0,0.0,0.7093443381689599,0.7093443381689599,0.7093443381689599,0.7093443381689599,0.7093443381689599,0.7093443381689599,0.7093443381689599,0.7093443381689599,0.7093443381689599,0.7093443381689599,0.7093443381689599,0.7093443381689599,0.7093443381689599,0.7093443381689599
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.5595042030521976,0.5595042030521976,0.5595042030521976,0.5757741262721018,0.5757741262721018,0.5757741262721018,0.5757741262721018,0.5757741262721018,0.5757741262721018,0.5757741262721018,0.5757741262721018,0.5757741262721018,0.5757741262721018,0.5757741262721018,0.5757741262721018
18.0,0.0,0.8809710440027573,0.8809710440027573,0.8809710440027573,0.8809710440027573,0.885446134169056,0.885446134169056,0.885446134169056,0.885446134169056,0.9570351569210642,0.9891403459630301,0.9949918593234477,0.9959189847973667,0.9959189847973667,0.9959189847973667,0.9959189847973667
19.0,0.0,0.5655231642951162,0.9309296429477184,0.9309296429477184,0.9503213878874877,0.9503213878874877,0.9503213878874877,0.9503213878874877,0.9503213878874877,0.9503213878874877,0.9503213878874877,0.9503213878874877,0.9503213878874877,0.9503213878874877,0.9503213878874877,0.9503213878874877
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.5090974171663881,0.7992518470578185,0.7992518470578185,0.7992518470578185,0.7992518470578185,0.7992518470578185,0.7992518470578185,0.7992518470578185,0.7992518470578185,0.7992518470578185,0.7992518470578185,0.7992518470578185,0.7992518470578185,0.7992518470578185,0.7992518470578185
22.0,0.0,0.7553130933813058,0.7644338142571958,0.7644338142571958,0.7644338142571958,0.7644338142571958,0.7644338142571958,0.7644338142571958,0.7644338142571958,0.7644338142571958,0.7644338142571958,0.891446577457365,0.891446577457365,0.891446577457365,0.891446577457365,0.891446577457365
23.0,0.0,0.09406157568711243,0.09406157568711243,0.09406157568711243,0.36892547270109904,0.36892547270109904,0.36892547270109904,0.36892547270109904,0.36892547270109904,0.36892547270109904,0.36892547270109904,0.36892547270109904,0.36892547270109904,0.36892547270109904,0.36892547270109904,0.36892547270109904
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.9368835592086305,0.9368835592086305,0.9368835592086305,0.9368835592086305,0.9368835592086305,0.9368835592086305,0.9368835592086305,0.9368835592086305,0.9368835592086305,0.9368835592086305,0.9368835592086305,0.9368835592086305,0.9368835592086305,0.9368835592086305,0.9368835592086305
26.0,0.0,0.0,0.0,0.0,0.9558914099201243,0.9558914099201243,0.9558914099201243,0.9558914099201243,0.9558914099201243,0.9558914099201243,0.9558914099201243,0.9558914099201243,0.9558914099201243,0.9558914099201243,0.9558914099201243,0.9558914099201243
27.0,0.0,0.0,0.23748100082381352,0.28041058489295834,0.28041058489295834,0.28041058489295834,0.28041058489295834,0.804346882420962,0.9833804577743618,0.9833804577743618,0.9833804577743618,0.9833804577743618,0.9833804577743618,0.9833804577743618,0.9833804577743618,0.9835942509154155
28.0,0.0,0.0,0.21297992585620462,0.21297992585620462,0.21297992585620462,0.21297992585620462,0.21297992585620462,0.21297992585620462,0.2239163579737952,0.2239163579737952,0.2239163579737952,0.2239163579737952,0.2239163579737952,0.2239163579737952,0.2239163579737952,0.2239163579737952
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.7707936113025815,0.8750331097115451,0.8750331097115451,0.8750331097115451,0.8750331097115451,0.9937241874898476,0.9937241874898476,0.9937241874898476,0.9937241874898476,0.9937241874898476,0.9937241874898476,0.9937241874898476,0.9937241874898476,0.9937241874898476,0.9937241874898476
31.0,0.0,0.9215825165048965,0.986495310139106,0.9891885474843576,0.9926465005074735,0.9926465005074735,0.9926465005074735,0.9926465005074735,0.9926465005074735,0.9926465005074735,0.9926465005074735,0.9926465005074735,0.9926465005074735,0.9926465005074735,0.9926465005074735,0.9926465005074735
32.0,0.0,0.4398255840337227,0.4398255840337227,0.4398255840337227,0.47977955728504346,0.47977955728504346,0.47977955728504346,0.47977955728504346,0.47977955728504346,0.47977955728504346,0.47977955728504346,0.47977955728504346,0.47977955728504346,0.47977955728504346,0.47977955728504346,0.47977955728504346
33.0,0.0,0.9163627131346875,0.9163627131346875,0.9163627131346875,0.9195701449584834,0.9195701449584834,0.9195701449584834,0.9195701449584834,0.9195701449584834,0.9195701449584834,0.9195701449584834,0.9195701449584834,0.9195701449584834,0.9195701449584834,0.9195701449584834,0.9195701449584834
34.0,0.0,0.37387818258489675,0.4277213497826433,0.4277213497826433,0.4277213497826433,0.4277213497826433,0.4277213497826433,0.4277213497826433,0.4277213497826433,0.4277213497826433,0.4277213497826433,0.4277213497826433,0.4277213497826433,0.4277213497826433,0.681644322911395,0.9312788610239027
35.0,0.0,0.9716424856466982,0.9762717100649935,0.9762717100649935,0.9762717100649935,0.9781947743947008,0.9781947743947008,0.9781947743947008,0.9781947743947008,0.9781947743947008,0.9781947743947008,0.9781947743947008,0.9781947743947008,0.9781947743947008,0.9781947743947008,0.9781947743947008
36.0,0.0,0.0,0.009044657018926407,0.009044657018926407,0.523255961395034,0.523255961395034,0.523255961395034,0.523255961395034,0.5427298243950063,0.5427298243950063,0.5427298243950063,0.5427298243950063,0.5427298243950063,0.5427298243950063,0.9759484842856614,0.9759484842856614
37.0,0.0,0.8291208214221673,0.8291208214221673,0.8291208214221673,0.8479331799665543,0.8479331799665543,0.8479331799665543,0.8479331799665543,0.8479331799665543,0.8479331799665543,0.8479331799665543,0.8479331799665543,0.8479331799665543,0.977863004786442,0.977863004786442,0.977863004786442
38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,0.0,0.7011358943266703,0.7011358943266703,0.7172300372886441,0.7172300372886441,0.7172300372886441,0.7172300372886441,0.7172300372886441,0.7172300372886441,0.7172300372886441,0.7172300372886441,0.7172300372886441,0.7172300372886441,0.7172300372886441,0.7172300372886441,0.7172300372886441
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,0.0,0.0,0.0,0.0,0.13497209746778485,0.13497209746778485,0.13497209746778485,0.13497209746778485,0.9122197572738863,0.9122197572738863,0.9122197572738863,0.9122197572738863,0.9122197572738863,0.9122197572738863,0.9122197572738863,0.9122197572738863
42.0,0.0,0.028067643058492773,0.9500060930402838,0.9648522633966418,0.9648522633966418,0.9648522633966418,0.9787888539043872,0.9787888539043872,0.9787888539043872,0.9787888539043872,0.9889563666527609,0.9890534179102711,0.9890534179102711,0.9890534179102711,0.9890534179102711,0.9890534179102711
43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,0.0,0.8302250157231408,0.8302250157231408,0.8302250157231408,0.8393643414200117,0.8393643414200117,0.9271663786478507,0.9271663786478507,0.9271663786478507,0.9271663786478507,0.9271663786478507,0.9271663786478507,0.9271663786478507,0.9271663786478507,0.9271663786478507,0.9271663786478507
45.0,0.0,0.7182243735876415,0.7182243735876415,0.7182243735876415,0.7404037113835593,0.7404037113835593,0.7404037113835593,0.7404037113835593,0.7404037113835593,0.7404037113835593,0.7404037113835593,0.7404037113835593,0.7404037113835593,0.7404037113835593,0.7404037113835593,0.7404037113835593
46.0,0.0,0.8073327550346299,0.8073327550346299,0.9911937118756109,0.9918124652522499,0.9928894648559566,0.9928894648559566,0.9928894648559566,0.9928894648559566,0.9928894648559566,0.9928894648559566,0.9928894648559566,0.9928894648559566,0.9928894648559566,0.9928894648559566,0.9928894648559566
47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.0,0.0,0.0,0.0,0.0849392203949081,0.0849392203949081,0.1959767795435421,0.1959767795435421,0.1959767795435421,0.1959767795435421,0.1959767795435421,0.1959767795435421,0.1959767795435421,0.1959767795435421,0.1959767795435421,0.1959767795435421,0.1959767795435421
49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
