trial_number,budget_1,budget_2,budget_3,budget_4,budget_5,budget_6,budget_7,budget_8,budget_9,budget_10,budget_11,budget_12,budget_13,budget_14,budget_15,budget_16
1.0,0.0,0.025507584782495225,0.025507584782495225,0.025507584782495225,0.025507584782495225,0.025507584782495225,0.025507584782495225,0.025507584782495225,0.025507584782495225,0.025507584782495225,0.025507584782495225,0.025507584782495225,0.025507584782495225,0.026263764385649566,0.07079830234851701,0.07079830234851701
2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0,0.0,0.0,0.0,0.0,0.07138462102928511,0.17359730111042757,0.17359730111042757,0.5678349235589635,0.5678349235589635,0.5678349235589635,0.5678349235589635,0.9914828122756828,0.9984587816650431,0.9984587816650431,0.9984587816650431,0.9984587816650431
4.0,0.0,0.0,0.0,0.0,0.0,0.9684818701951735,0.9684818701951735,0.9684818701951735,0.9684818701951735,0.9684818701951735,0.9684818701951735,0.9684818701951735,0.9684818701951735,0.9862688230214,0.9967253852892207,0.9967253852892207
5.0,0.0,0.0,0.07686791062764703,0.07686791062764703,0.07686791062764703,0.07686791062764703,0.07686791062764703,0.07686791062764703,0.07686791062764703,0.07686791062764703,0.07686791062764703,0.07686791062764703,0.07686791062764703,0.07686791062764703,0.07686791062764703,0.07686791062764703
6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13.0,0.0,0.24934834662721841,0.24934834662721841,0.24934834662721841,0.24934834662721841,0.3218115613638932,0.8320648172030072,0.8320648172030072,0.8423150920964008,0.900850742475937,0.900850742475937,0.900850742475937,0.900850742475937,0.900850742475937,0.900850742475937,0.900850742475937
14.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
