trial,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.8523855864365704,0.8523855864365704,0.8725633550195535,0.8725633550195535,0.8725633550195535,0.8725633550195535,0.8725633550195535,0.8725633550195535,0.8725633550195535,0.8725633550195535,0.8725633550195535,0.8725633550195535,0.8725633550195535,0.8725633550195535
3.0,0.0,0.0,0.1401527919125514,0.1401527919125514,0.1401527919125514,0.1401527919125514,0.1401527919125514,0.1401527919125514,0.1401527919125514,0.1401527919125514,0.9276366211015513,0.9276366211015513,0.9297869789665286,0.9297869789665286,0.9297869789665286,0.9297869789665286
4.0,0.0,0.0,0.4294458542023581,0.4294458542023581,0.4749917676899774,0.4749917676899774,0.4749917676899774,0.4749917676899774,0.4749917676899774,0.9519830669378222,0.9519830669378222,0.9519830669378222,0.9519830669378222,0.9519830669378222,0.9519830669378222,0.9519830669378222
5.0,0.0,0.8054648827392117,0.8054648836217573,0.8054648836217573,0.8054648836217573,0.8054648836217573,0.8054648836217573,0.8054648836217573,0.8054648836217573,0.8054648836217573,0.8054648836217573,0.8054648836217573,0.8054648836217573,0.8054648836217573,0.8054648836217573,0.8054648836217573
6.0,0.0,0.0,0.0,0.8813041631558352,0.8813041631558352,0.8813041631558352,0.8813041631558352,0.8813041631558352,0.8813041631558352,0.8813041631558352,0.8813041631558352,0.8813041631558352,0.8813041631558352,0.8813041631558352,0.8813041631558352,0.8813041631558352
7.0,0.0,0.9385616456636854,0.9385616459643306,0.9385616459643306,0.9385616459643306,0.9385616459643306,0.9385616459643306,0.9385616459643306,0.9385616459643306,0.9385616459643306,0.9385616459643306,0.9385616459643306,0.9385616459643306,0.9385616459643306,0.9385616459643306,0.9385616459643306
8.0,0.0,0.8368370834426745,0.8368370839735363,0.8368370839735363,0.8368370839735363,0.8368370839735363,0.8368370839735363,0.8368370839735363,0.8368370839735363,0.8368370839735363,0.8368370839735363,0.8368370839735363,0.8368370839735363,0.8368370839735363,0.8368370839735363,0.8368370839735363
9.0,0.0,0.0,0.5276427772693275,0.5276427772693275,0.5840653274803931,0.5840653274803931,0.5840653274803931,0.5840653274803931,0.5840653274803931,0.5840653274803931,0.5840653274803931,0.5840653274803931,0.5840653274803931,0.5840653274803931,0.5840653274803931,0.5840653274803931
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
